Sentence_ID,Sentence,Word,Label
23,kal hamari laptop ki class hai,class,MIX
23,kal hamari laptop ki class hai,hai,URD
24,is software mein bohat masla hai,is,URD
24,is software mein bohat masla hai,software,ENG
24,is software mein bohat masla hai,mein,URD
24,is software mein bohat masla hai,bohat,URD
24,is software mein bohat masla hai,masla,URD
24,is software mein bohat masla hai,hai,URD
25,hum aaj server submit karenge,hum,URD
25,hum aaj server submit karenge,aaj,URD
25,hum aaj server submit karenge,server,ENG
25,hum aaj server submit karenge,submit,ENG
25,hum aaj server submit karenge,karenge,URD
26,us ne apni cloud achi tarah prepare ki,us,URD
26,us ne apni cloud achi tarah prepare ki,ne,URD
26,us ne apni cloud achi tarah prepare ki,apni,URD
26,us ne apni cloud achi tarah prepare ki,cloud,ENG
26,us ne apni cloud achi tarah prepare ki,achi,URD
26,us ne apni cloud achi tarah prepare ki,tarah,URD
26,us ne apni cloud achi tarah prepare ki,prepare,ENG
26,us ne apni cloud achi tarah prepare ki,ki,URD
27,hum daily life mein bohat delivery use karte hain,hum,URD
27,hum daily life mein bohat delivery use karte hain,daily,ENG
27,hum daily life mein bohat delivery use karte hain,life,ENG
27,hum daily life mein bohat delivery use karte hain,mein,URD
27,hum daily life mein bohat delivery use karte hain,bohat,URD
27,hum daily life mein bohat delivery use karte hain,delivery,ENG
27,hum daily life mein bohat delivery use karte hain,use,ENG
27,hum daily life mein bohat delivery use karte hain,karte,URD
27,hum daily life mein bohat delivery use karte hain,hain,URD
28,kal hamari artificial ki class hai,kal,URD
28,kal hamari artificial ki class hai,hamari,URD
28,kal hamari artificial ki class hai,artificial,ENG
28,kal hamari artificial ki class hai,ki,URD
28,kal hamari artificial ki class hai,class,MIX
28,kal hamari artificial ki class hai,hai,URD
29,main machine kar raha hoon,main,URD
29,main machine kar raha hoon,machine,ENG
29,main machine kar raha hoon,kar,URD
29,main machine kar raha hoon,raha,URD
29,main machine kar raha hoon,hoon,URD
30,meri deployment kal submit hogi,meri,URD
30,meri deployment kal submit hogi,deployment,ENG
30,meri deployment kal submit hogi,kal,URD
30,meri deployment kal submit hogi,submit,ENG
30,meri deployment kal submit hogi,hogi,URD
31,hamari team ne campus successfully complete kar liya,hamari,URD
31,hamari team ne campus successfully complete kar liya,team,ENG
31,hamari team ne campus successfully complete kar liya,ne,URD
31,hamari team ne campus successfully complete kar liya,campus,ENG
31,hamari team ne campus successfully complete kar liya,successfully,ENG
31,hamari team ne campus successfully complete kar liya,complete,ENG
31,hamari team ne campus successfully complete kar liya,kar,URD
31,hamari team ne campus successfully complete kar liya,liya,URD
32,hamari university mein naya error shuru hua hai,hamari,URD
32,hamari university mein naya error shuru hua hai,university,ENG
32,hamari university mein naya error shuru hua hai,mein,URD
32,hamari university mein naya error shuru hua hai,naya,URD
32,hamari university mein naya error shuru hua hai,error,ENG
32,hamari university mein naya error shuru hua hai,shuru,URD
32,hamari university mein naya error shuru hua hai,hua,URD
32,hamari university mein naya error shuru hua hai,hai,URD
33,main Google kar raha hoon,main,URD
33,main Google kar raha hoon,Google,ENG
33,main Google kar raha hoon,kar,URD
33,main Google kar raha hoon,raha,URD
33,main Google kar raha hoon,hoon,URD
34,us ne apni share achi tarah prepare ki,us,URD
34,us ne apni share achi tarah prepare ki,ne,URD
34,us ne apni share achi tarah prepare ki,apni,URD
34,us ne apni share achi tarah prepare ki,share,MIX
34,us ne apni share achi tarah prepare ki,achi,URD
34,us ne apni share achi tarah prepare ki,tarah,URD
34,us ne apni share achi tarah prepare ki,prepare,ENG
34,us ne apni share achi tarah prepare ki,ki,URD
35,hamari team ne chat successfully complete kar liya,hamari,URD
35,hamari team ne chat successfully complete kar liya,team,ENG
35,hamari team ne chat successfully complete kar liya,ne,URD
35,hamari team ne chat successfully complete kar liya,chat,MIX
35,hamari team ne chat successfully complete kar liya,successfully,ENG
35,hamari team ne chat successfully complete kar liya,complete,ENG
35,hamari team ne chat successfully complete kar liya,kar,URD
35,hamari team ne chat successfully complete kar liya,liya,URD
36,yeh profile mujhe samajh nahi aa raha,yeh,URD
36,yeh profile mujhe samajh nahi aa raha,profile,ENG
36,yeh profile mujhe samajh nahi aa raha,mujhe,URD
36,yeh profile mujhe samajh nahi aa raha,samajh,URD
36,yeh profile mujhe samajh nahi aa raha,nahi,URD
36,yeh profile mujhe samajh nahi aa raha,aa,URD
36,yeh profile mujhe samajh nahi aa raha,raha,URD
37,hum daily life mein bohat chat use karte hain,hum,URD
37,hum daily life mein bohat chat use karte hain,daily,ENG
37,hum daily life mein bohat chat use karte hain,life,ENG
37,hum daily life mein bohat chat use karte hain,mein,URD
37,hum daily life mein bohat chat use karte hain,bohat,URD
37,hum daily life mein bohat chat use karte hain,chat,MIX
37,hum daily life mein bohat chat use karte hain,use,ENG
37,hum daily life mein bohat chat use karte hain,karte,URD
37,hum daily life mein bohat chat use karte hain,hain,URD
38,main roz machine check karta hoon,main,URD
38,main roz machine check karta hoon,roz,URD
38,main roz machine check karta hoon,machine,ENG
38,main roz machine check karta hoon,check,MIX
38,main roz machine check karta hoon,karta,URD
38,main roz machine check karta hoon,hoon,URD
39,mujhe shopping karte waqt achi scholarship mili,mujhe,URD
39,mujhe shopping karte waqt achi scholarship mili,shopping,ENG
39,mujhe shopping karte waqt achi scholarship mili,karte,URD
39,mujhe shopping karte waqt achi scholarship mili,waqt,URD
39,mujhe shopping karte waqt achi scholarship mili,achi,URD
39,mujhe shopping karte waqt achi scholarship mili,scholarship,ENG
39,mujhe shopping karte waqt achi scholarship mili,mili,URD
40,is semester mein naya testing add hua hai,is,URD
40,is semester mein naya testing add hua hai,semester,ENG
40,is semester mein naya testing add hua hai,mein,URD
40,is semester mein naya testing add hua hai,naya,URD
40,is semester mein naya testing add hua hai,testing,ENG
40,is semester mein naya testing add hua hai,add,ENG
40,is semester mein naya testing add hua hai,hua,URD
40,is semester mein naya testing add hua hai,hai,URD
41,mujhe team samajhne mein waqt laga,mujhe,URD
41,mujhe team samajhne mein waqt laga,team,ENG
41,mujhe team samajhne mein waqt laga,samajhne,URD
41,mujhe team samajhne mein waqt laga,mein,URD
41,mujhe team samajhne mein waqt laga,waqt,URD
41,mujhe team samajhne mein waqt laga,laga,URD
42,yeh delivery mujhe samajh nahi aa raha,yeh,URD
42,yeh delivery mujhe samajh nahi aa raha,delivery,ENG
42,yeh delivery mujhe samajh nahi aa raha,mujhe,URD
42,yeh delivery mujhe samajh nahi aa raha,samajh,URD
42,yeh delivery mujhe samajh nahi aa raha,nahi,URD
42,yeh delivery mujhe samajh nahi aa raha,aa,URD
42,yeh delivery mujhe samajh nahi aa raha,raha,URD
43,hum aaj page submit karenge,hum,URD
43,hum aaj page submit karenge,aaj,URD
43,hum aaj page submit karenge,page,MIX
43,hum aaj page submit karenge,submit,ENG
43,hum aaj page submit karenge,karenge,URD
44,hum office mein report discuss kar rahe hain,hum,URD
44,hum office mein report discuss kar rahe hain,office,ENG
44,hum office mein report discuss kar rahe hain,mein,URD
44,hum office mein report discuss kar rahe hain,report,ENG
44,hum office mein report discuss kar rahe hain,discuss,ENG
44,hum office mein report discuss kar rahe hain,kar,URD
44,hum office mein report discuss kar rahe hain,rahe,URD
44,hum office mein report discuss kar rahe hain,hain,URD
45,aaj ka assignment discount pe base hai,aaj,URD
45,aaj ka assignment discount pe base hai,ka,URD
45,aaj ka assignment discount pe base hai,assignment,ENG
45,aaj ka assignment discount pe base hai,discount,ENG
45,aaj ka assignment discount pe base hai,pe,URD
45,aaj ka assignment discount pe base hai,base,ENG
45,aaj ka assignment discount pe base hai,hai,URD
46,us ne apni product achi tarah prepare ki,us,URD
46,us ne apni product achi tarah prepare ki,ne,URD
46,us ne apni product achi tarah prepare ki,apni,URD
46,us ne apni product achi tarah prepare ki,product,ENG
46,us ne apni product achi tarah prepare ki,achi,URD
46,us ne apni product achi tarah prepare ki,tarah,URD
46,us ne apni product achi tarah prepare ki,prepare,ENG
46,us ne apni product achi tarah prepare ki,ki,URD
47,us ne apni idea achi tarah prepare ki,us,URD
47,us ne apni idea achi tarah prepare ki,ne,URD
47,us ne apni idea achi tarah prepare ki,apni,URD
47,us ne apni idea achi tarah prepare ki,idea,MIX
47,us ne apni idea achi tarah prepare ki,achi,URD
47,us ne apni idea achi tarah prepare ki,tarah,URD
47,us ne apni idea achi tarah prepare ki,prepare,ENG
47,us ne apni idea achi tarah prepare ki,ki,URD
48,aaj ka assignment professor pe base hai,aaj,URD
48,aaj ka assignment professor pe base hai,ka,URD
48,aaj ka assignment professor pe base hai,assignment,ENG
48,aaj ka assignment professor pe base hai,professor,ENG
48,aaj ka assignment professor pe base hai,pe,URD
48,aaj ka assignment professor pe base hai,base,ENG
48,aaj ka assignment professor pe base hai,hai,URD
49,us ne apni free achi tarah prepare ki,us,URD
49,us ne apni free achi tarah prepare ki,ne,URD
49,us ne apni free achi tarah prepare ki,apni,URD
49,us ne apni free achi tarah prepare ki,free,MIX
49,us ne apni free achi tarah prepare ki,achi,URD
49,us ne apni free achi tarah prepare ki,tarah,URD
49,us ne apni free achi tarah prepare ki,prepare,ENG
49,us ne apni free achi tarah prepare ki,ki,URD
50,main roz experience check karta hoon,main,URD
50,main roz experience check karta hoon,roz,URD
50,main roz experience check karta hoon,experience,ENG
50,main roz experience check karta hoon,check,MIX
50,main roz experience check karta hoon,karta,URD
50,main roz experience check karta hoon,hoon,URD
51,yeh model bohat accha hai,yeh,URD
51,yeh model bohat accha hai,model,ENG
51,yeh model bohat accha hai,bohat,URD
51,yeh model bohat accha hai,accha,URD
51,yeh model bohat accha hai,hai,URD
52,humein bank ke liye zyada waqt chahiye,humein,URD
52,humein bank ke liye zyada waqt chahiye,bank,MIX
52,humein bank ke liye zyada waqt chahiye,ke,URD
52,humein bank ke liye zyada waqt chahiye,liye,URD
52,humein bank ke liye zyada waqt chahiye,zyada,URD
52,humein bank ke liye zyada waqt chahiye,waqt,URD
52,humein bank ke liye zyada waqt chahiye,chahiye,URD
53,humein light ke liye zyada waqt chahiye,humein,URD
53,humein light ke liye zyada waqt chahiye,light,MIX
53,humein light ke liye zyada waqt chahiye,ke,URD
53,humein light ke liye zyada waqt chahiye,liye,URD
53,humein light ke liye zyada waqt chahiye,zyada,URD
53,humein light ke liye zyada waqt chahiye,waqt,URD
53,humein light ke liye zyada waqt chahiye,chahiye,URD
54,aaj ka assignment Facebook pe base hai,aaj,URD
54,aaj ka assignment Facebook pe base hai,ka,URD
54,aaj ka assignment Facebook pe base hai,assignment,ENG
54,aaj ka assignment Facebook pe base hai,Facebook,ENG
54,aaj ka assignment Facebook pe base hai,pe,URD
54,aaj ka assignment Facebook pe base hai,base,ENG
54,aaj ka assignment Facebook pe base hai,hai,URD
55,mera team mukammal ho gaya hai,mera,URD
55,mera team mukammal ho gaya hai,team,ENG
55,mera team mukammal ho gaya hai,mukammal,URD
55,mera team mukammal ho gaya hai,ho,URD
55,mera team mukammal ho gaya hai,gaya,URD
55,mera team mukammal ho gaya hai,hai,URD
56,kal hamari Google ki class hai,kal,URD
56,kal hamari Google ki class hai,hamari,URD
56,kal hamari Google ki class hai,Google,ENG
56,kal hamari Google ki class hai,ki,URD
56,kal hamari Google ki class hai,class,MIX
56,kal hamari Google ki class hai,hai,URD
57,us ne apni server achi tarah prepare ki,us,URD
57,us ne apni server achi tarah prepare ki,ne,URD
57,us ne apni server achi tarah prepare ki,apni,URD
57,us ne apni server achi tarah prepare ki,server,ENG
57,us ne apni server achi tarah prepare ki,achi,URD
57,us ne apni server achi tarah prepare ki,tarah,URD
57,us ne apni server achi tarah prepare ki,prepare,ENG
57,us ne apni server achi tarah prepare ki,ki,URD
58,hamare professor ne application explain kiya,hamare,URD
58,hamare professor ne application explain kiya,professor,ENG
58,hamare professor ne application explain kiya,ne,URD
58,hamare professor ne application explain kiya,application,ENG
58,hamare professor ne application explain kiya,explain,ENG
58,hamare professor ne application explain kiya,kiya,URD
59,hamare boss ne feature ke baare mein email bheja,hamare,URD
59,hamare boss ne feature ke baare mein email bheja,boss,ENG
59,hamare boss ne feature ke baare mein email bheja,ne,URD
59,hamare boss ne feature ke baare mein email bheja,feature,ENG
59,hamare boss ne feature ke baare mein email bheja,ke,URD
59,hamare boss ne feature ke baare mein email bheja,baare,URD
59,hamare boss ne feature ke baare mein email bheja,mein,URD
59,hamare boss ne feature ke baare mein email bheja,email,ENG
59,hamare boss ne feature ke baare mein email bheja,bheja,URD
60,hamari team ne plan successfully complete kar liya,hamari,URD
60,hamari team ne plan successfully complete kar liya,team,ENG
60,hamari team ne plan successfully complete kar liya,ne,URD
60,hamari team ne plan successfully complete kar liya,plan,MIX
60,hamari team ne plan successfully complete kar liya,successfully,ENG
60,hamari team ne plan successfully complete kar liya,complete,ENG
60,hamari team ne plan successfully complete kar liya,kar,URD
60,hamari team ne plan successfully complete kar liya,liya,URD
61,kya aap mujhe product ke baare mein bata saktay hain,kya,URD
61,kya aap mujhe product ke baare mein bata saktay hain,aap,URD
61,kya aap mujhe product ke baare mein bata saktay hain,mujhe,URD
61,kya aap mujhe product ke baare mein bata saktay hain,product,ENG
61,kya aap mujhe product ke baare mein bata saktay hain,ke,URD
61,kya aap mujhe product ke baare mein bata saktay hain,baare,URD
61,kya aap mujhe product ke baare mein bata saktay hain,mein,URD
61,kya aap mujhe product ke baare mein bata saktay hain,bata,URD
61,kya aap mujhe product ke baare mein bata saktay hain,saktay,URD
61,kya aap mujhe product ke baare mein bata saktay hain,hain,URD
62,mera profile mukammal ho gaya hai,mera,URD
62,mera profile mukammal ho gaya hai,profile,ENG
62,mera profile mukammal ho gaya hai,mukammal,URD
62,mera profile mukammal ho gaya hai,ho,URD
62,mera profile mukammal ho gaya hai,gaya,URD
62,mera profile mukammal ho gaya hai,hai,URD
63,is semester mein naya login add hua hai,is,URD
63,is semester mein naya login add hua hai,semester,ENG
63,is semester mein naya login add hua hai,mein,URD
63,is semester mein naya login add hua hai,naya,URD
63,is semester mein naya login add hua hai,login,ENG
63,is semester mein naya login add hua hai,add,ENG
63,is semester mein naya login add hua hai,hua,URD
63,is semester mein naya login add hua hai,hai,URD
64,main roz website check karta hoon,main,URD
64,main roz website check karta hoon,roz,URD
64,main roz website check karta hoon,website,ENG
64,main roz website check karta hoon,check,MIX
64,main roz website check karta hoon,karta,URD
64,main roz website check karta hoon,hoon,URD
65,is developer ka price bohat zyada hai,is,URD
65,is developer ka price bohat zyada hai,developer,ENG
65,is developer ka price bohat zyada hai,ka,URD
65,is developer ka price bohat zyada hai,price,ENG
65,is developer ka price bohat zyada hai,bohat,URD
65,is developer ka price bohat zyada hai,zyada,URD
65,is developer ka price bohat zyada hai,hai,URD
66,hum aaj developer submit karenge,hum,URD
66,hum aaj developer submit karenge,aaj,URD
66,hum aaj developer submit karenge,developer,ENG
66,hum aaj developer submit karenge,submit,ENG
66,hum aaj developer submit karenge,karenge,URD
67,hamare boss ne page ke baare mein email bheja,hamare,URD
67,hamare boss ne page ke baare mein email bheja,boss,ENG
67,hamare boss ne page ke baare mein email bheja,ne,URD
67,hamare boss ne page ke baare mein email bheja,page,MIX
67,hamare boss ne page ke baare mein email bheja,ke,URD
67,hamare boss ne page ke baare mein email bheja,baare,URD
67,hamare boss ne page ke baare mein email bheja,mein,URD
67,hamare boss ne page ke baare mein email bheja,email,ENG
67,hamare boss ne page ke baare mein email bheja,bheja,URD
68,hum daily life mein bohat laptop use karte hain,hum,URD
68,hum daily life mein bohat laptop use karte hain,daily,ENG
68,hum daily life mein bohat laptop use karte hain,life,ENG
68,hum daily life mein bohat laptop use karte hain,mein,URD
68,hum daily life mein bohat laptop use karte hain,bohat,URD
68,hum daily life mein bohat laptop use karte hain,laptop,ENG
68,hum daily life mein bohat laptop use karte hain,use,ENG
68,hum daily life mein bohat laptop use karte hain,karte,URD
68,hum daily life mein bohat laptop use karte hain,hain,URD
69,hamare professor ne light explain kiya,hamare,URD
69,hamare professor ne light explain kiya,professor,ENG
69,hamare professor ne light explain kiya,ne,URD
69,hamare professor ne light explain kiya,light,MIX
69,hamare professor ne light explain kiya,explain,ENG
69,hamare professor ne light explain kiya,kiya,URD
70,kal hamari computer ki class hai,kal,URD
70,kal hamari computer ki class hai,hamari,URD
70,kal hamari computer ki class hai,computer,ENG
70,kal hamari computer ki class hai,ki,URD
70,kal hamari computer ki class hai,class,MIX
70,kal hamari computer ki class hai,hai,URD
71,is semester mein naya chat add hua hai,is,URD
71,is semester mein naya chat add hua hai,semester,ENG
71,is semester mein naya chat add hua hai,mein,URD
71,is semester mein naya chat add hua hai,naya,URD
71,is semester mein naya chat add hua hai,chat,MIX
71,is semester mein naya chat add hua hai,add,ENG
71,is semester mein naya chat add hua hai,hua,URD
71,is semester mein naya chat add hua hai,hai,URD
72,is semester mein naya server add hua hai,is,URD
72,is semester mein naya server add hua hai,semester,ENG
72,is semester mein naya server add hua hai,mein,URD
72,is semester mein naya server add hua hai,naya,URD
72,is semester mein naya server add hua hai,server,ENG
72,is semester mein naya server add hua hai,add,ENG
72,is semester mein naya server add hua hai,hua,URD
72,is semester mein naya server add hua hai,hai,URD
73,is time mein bohat masla hai,is,URD
73,is time mein bohat masla hai,time,MIX
73,is time mein bohat masla hai,mein,URD
73,is time mein bohat masla hai,bohat,URD
73,is time mein bohat masla hai,masla,URD
73,is time mein bohat masla hai,hai,URD
74,kya aap mujhe email ke baare mein bata saktay hain,kya,URD
74,kya aap mujhe email ke baare mein bata saktay hain,aap,URD
74,kya aap mujhe email ke baare mein bata saktay hain,mujhe,URD
74,kya aap mujhe email ke baare mein bata saktay hain,email,ENG
74,kya aap mujhe email ke baare mein bata saktay hain,ke,URD
74,kya aap mujhe email ke baare mein bata saktay hain,baare,URD
74,kya aap mujhe email ke baare mein bata saktay hain,mein,URD
74,kya aap mujhe email ke baare mein bata saktay hain,bata,URD
74,kya aap mujhe email ke baare mein bata saktay hain,saktay,URD
74,kya aap mujhe email ke baare mein bata saktay hain,hain,URD
75,main ne apna market update kar diya,main,URD
75,main ne apna market update kar diya,ne,URD
75,main ne apna market update kar diya,apna,URD
75,main ne apna market update kar diya,market,ENG
75,main ne apna market update kar diya,update,ENG
75,main ne apna market update kar diya,kar,URD
75,main ne apna market update kar diya,diya,URD
76,woh check ke baare mein baat kar raha tha,woh,URD
76,woh check ke baare mein baat kar raha tha,check,MIX
76,woh check ke baare mein baat kar raha tha,ke,URD
76,woh check ke baare mein baat kar raha tha,baare,URD
76,woh check ke baare mein baat kar raha tha,mein,URD
76,woh check ke baare mein baat kar raha tha,baat,URD
76,woh check ke baare mein baat kar raha tha,kar,URD
76,woh check ke baare mein baat kar raha tha,raha,URD
76,woh check ke baare mein baat kar raha tha,tha,URD
77,hamari team ne full successfully complete kar liya,hamari,URD
77,hamari team ne full successfully complete kar liya,team,ENG
77,hamari team ne full successfully complete kar liya,ne,URD
77,hamari team ne full successfully complete kar liya,full,MIX
77,hamari team ne full successfully complete kar liya,successfully,ENG
77,hamari team ne full successfully complete kar liya,complete,ENG
77,hamari team ne full successfully complete kar liya,kar,URD
77,hamari team ne full successfully complete kar liya,liya,URD
78,woh shopping ke baare mein baat kar raha tha,woh,URD
78,woh shopping ke baare mein baat kar raha tha,shopping,ENG
78,woh shopping ke baare mein baat kar raha tha,ke,URD
78,woh shopping ke baare mein baat kar raha tha,baare,URD
78,woh shopping ke baare mein baat kar raha tha,mein,URD
78,woh shopping ke baare mein baat kar raha tha,baat,URD
78,woh shopping ke baare mein baat kar raha tha,kar,URD
78,woh shopping ke baare mein baat kar raha tha,raha,URD
78,woh shopping ke baare mein baat kar raha tha,tha,URD
79,yeh application mujhe samajh nahi aa raha,yeh,URD
79,yeh application mujhe samajh nahi aa raha,application,ENG
79,yeh application mujhe samajh nahi aa raha,mujhe,URD
79,yeh application mujhe samajh nahi aa raha,samajh,URD
79,yeh application mujhe samajh nahi aa raha,nahi,URD
79,yeh application mujhe samajh nahi aa raha,aa,URD
79,yeh application mujhe samajh nahi aa raha,raha,URD
80,is group mein bohat masla hai,is,URD
